epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
556,162876,0.29703,0.2349,0.6569,0.98464,0.94192,0.96869,0.88963,0.14931,0.11957,0.53319,0.00541662,0.00541662,0.00541662
557,163168,0.29595,0.23412,0.65729,0.98468,0.94191,0.96871,0.88974,0.14924,0.11948,0.53316,0.00540837,0.00540837,0.00540837
558,163461,0.29788,0.23581,0.65843,0.98563,0.94163,0.96888,0.88994,0.14913,0.11934,0.53311,0.00540011,0.00540011,0.00540011
559,163754,0.29482,0.23366,0.65656,0.98345,0.94288,0.96888,0.89008,0.14907,0.11931,0.53307,0.00539185,0.00539185,0.00539185
560,164047,0.29652,0.23499,0.65739,0.98368,0.94259,0.9689,0.8901,0.14897,0.11925,0.53302,0.00538359,0.00538359,0.00538359
561,164340,0.29513,0.23355,0.65623,0.98615,0.94135,0.96895,0.8903,0.14891,0.11917,0.53299,0.00537533,0.00537533,0.00537533
562,164633,0.29664,0.23583,0.65785,0.98529,0.94245,0.96897,0.89005,0.14886,0.11915,0.53295,0.00536707,0.00536707,0.00536707
563,164926,0.2949,0.23385,0.65715,0.98553,0.94215,0.96906,0.89007,0.14879,0.11903,0.53292,0.00535882,0.00535882,0.00535882
564,165219,0.29719,0.23554,0.65867,0.98507,0.94239,0.96904,0.8902,0.14877,0.11906,0.53289,0.00535056,0.00535056,0.00535056
565,165511,0.29444,0.23322,0.65618,0.9874,0.94071,0.96902,0.89033,0.14865,0.11902,0.53282,0.0053423,0.0053423,0.0053423
566,165804,0.29711,0.23565,0.65809,0.98753,0.94081,0.9689,0.89014,0.14857,0.11893,0.53277,0.00533404,0.00533404,0.00533404
567,166097,0.29607,0.23485,0.65768,0.98693,0.94092,0.96915,0.89019,0.14852,0.11883,0.53274,0.00532578,0.00532578,0.00532578
568,166389,0.29611,0.23409,0.65718,0.98679,0.941,0.96903,0.89061,0.14842,0.11874,0.53269,0.00531753,0.00531753,0.00531753
569,166682,0.29484,0.23364,0.65673,0.98667,0.94121,0.96931,0.89082,0.14831,0.11872,0.53263,0.00530927,0.00530927,0.00530927
570,166975,0.29492,0.2338,0.65701,0.98642,0.94131,0.96928,0.891,0.14826,0.11872,0.53259,0.00530101,0.00530101,0.00530101
571,167268,0.2935,0.23272,0.65573,0.98743,0.94083,0.96932,0.89114,0.14817,0.11868,0.53255,0.00529275,0.00529275,0.00529275
572,167561,0.29453,0.23285,0.65631,0.98604,0.94284,0.96943,0.89131,0.14808,0.11864,0.5325,0.00528449,0.00528449,0.00528449
573,167854,0.29616,0.23552,0.6577,0.98516,0.94353,0.96945,0.89126,0.14801,0.11859,0.53246,0.00527623,0.00527623,0.00527623
574,168147,0.29597,0.23454,0.65737,0.98503,0.9435,0.96945,0.89159,0.14792,0.11853,0.53241,0.00526797,0.00526797,0.00526797
575,168439,0.29299,0.23182,0.65468,0.98555,0.94346,0.96935,0.89168,0.14782,0.11847,0.53236,0.00525972,0.00525972,0.00525972
576,168732,0.29293,0.23255,0.65495,0.98535,0.94373,0.96951,0.89143,0.1478,0.11846,0.53234,0.00525146,0.00525146,0.00525146
577,169024,0.29423,0.23208,0.65646,0.98502,0.94402,0.96952,0.89133,0.14778,0.11843,0.53232,0.0052432,0.0052432,0.0052432
578,169317,0.29487,0.23356,0.65736,0.9861,0.94279,0.96957,0.8914,0.14777,0.1184,0.5323,0.00523494,0.00523494,0.00523494
579,169610,0.29258,0.23188,0.65535,0.9874,0.9417,0.9696,0.89165,0.14775,0.11841,0.53227,0.00522668,0.00522668,0.00522668
580,169903,0.29339,0.23261,0.65501,0.98529,0.94372,0.9696,0.89188,0.14764,0.11834,0.53222,0.00521843,0.00521843,0.00521843
581,170196,0.29355,0.23329,0.65658,0.98501,0.94393,0.96903,0.89197,0.14756,0.11829,0.53218,0.00521017,0.00521017,0.00521017
582,170489,0.29317,0.23221,0.65595,0.98515,0.94376,0.96909,0.89208,0.14759,0.11828,0.53217,0.00520191,0.00520191,0.00520191
583,170782,0.29266,0.23241,0.65522,0.98541,0.94363,0.96973,0.89202,0.14759,0.11829,0.53216,0.00519365,0.00519365,0.00519365
584,171076,0.29278,0.23155,0.6542,0.98597,0.94341,0.96912,0.89201,0.14752,0.11824,0.5321,0.00518539,0.00518539,0.00518539
585,171369,0.29177,0.23079,0.65434,0.98584,0.94328,0.96971,0.89255,0.14743,0.1182,0.53206,0.00517713,0.00517713,0.00517713
586,171661,0.2924,0.23206,0.65538,0.98654,0.9435,0.96984,0.89277,0.14733,0.11814,0.53202,0.00516887,0.00516887,0.00516887
587,171954,0.29369,0.23255,0.65553,0.98639,0.94372,0.96919,0.89308,0.14723,0.11802,0.53197,0.00516062,0.00516062,0.00516062
588,172248,0.29223,0.2319,0.65495,0.98689,0.94359,0.96925,0.89353,0.14719,0.11797,0.53194,0.00515236,0.00515236,0.00515236
589,172541,0.29178,0.2307,0.65374,0.98647,0.94344,0.96931,0.89381,0.14708,0.11783,0.5319,0.0051441,0.0051441,0.0051441
590,172834,0.29196,0.23195,0.65485,0.9863,0.94378,0.96935,0.89383,0.147,0.11778,0.53184,0.00513584,0.00513584,0.00513584
591,173127,0.29147,0.23206,0.65491,0.98598,0.94396,0.96937,0.8937,0.14696,0.11774,0.53181,0.00512758,0.00512758,0.00512758
592,173420,0.2918,0.23151,0.65401,0.98582,0.94451,0.96943,0.89355,0.14685,0.11761,0.53177,0.00511933,0.00511933,0.00511933
593,173713,0.29248,0.23168,0.65472,0.986,0.94409,0.96944,0.8935,0.14683,0.11768,0.53174,0.00511107,0.00511107,0.00511107
594,174006,0.29167,0.2316,0.65581,0.98568,0.94498,0.96947,0.8934,0.14677,0.11764,0.5317,0.00510281,0.00510281,0.00510281
595,174299,0.29221,0.23043,0.65457,0.9859,0.94488,0.96954,0.89368,0.14676,0.11765,0.53168,0.00509455,0.00509455,0.00509455
596,174592,0.29019,0.22984,0.65319,0.98571,0.94518,0.96956,0.8936,0.14668,0.11758,0.53164,0.00508629,0.00508629,0.00508629
597,174885,0.29322,0.23264,0.65631,0.98562,0.94513,0.96959,0.89358,0.14667,0.11758,0.53162,0.00507803,0.00507803,0.00507803
598,175178,0.29066,0.2315,0.65432,0.9854,0.94494,0.96958,0.89381,0.14661,0.11759,0.53159,0.00506977,0.00506977,0.00506977
599,175471,0.2895,0.22948,0.65383,0.98548,0.94519,0.96959,0.89386,0.14655,0.1175,0.53155,0.00506152,0.00506152,0.00506152
600,175765,0.29154,0.2304,0.65423,0.98526,0.94533,0.9696,0.89419,0.14647,0.11744,0.53151,0.00505326,0.00505326,0.00505326
601,176059,0.28931,0.23015,0.6521,0.98477,0.94498,0.96956,0.89429,0.14632,0.11732,0.53146,0.005045,0.005045,0.005045
602,176353,0.28956,0.22953,0.65253,0.98631,0.94408,0.96955,0.89408,0.1463,0.11725,0.53143,0.00503674,0.00503674,0.00503674
603,176646,0.29134,0.23116,0.65452,0.9855,0.94448,0.96959,0.89419,0.14623,0.11719,0.53138,0.00502848,0.00502848,0.00502848
604,176939,0.2895,0.22921,0.6535,0.98608,0.94408,0.96963,0.89443,0.14616,0.11715,0.53133,0.00502023,0.00502023,0.00502023
605,177233,0.2896,0.2296,0.65354,0.9867,0.94366,0.9697,0.89444,0.14609,0.11706,0.5313,0.00501197,0.00501197,0.00501197
606,177527,0.28908,0.22954,0.6542,0.98647,0.9431,0.96953,0.89446,0.14599,0.11704,0.53124,0.00500371,0.00500371,0.00500371
607,177820,0.28818,0.22793,0.65226,0.98675,0.94295,0.96955,0.89462,0.14589,0.11693,0.53118,0.00499545,0.00499545,0.00499545
608,178114,0.28894,0.22843,0.65236,0.98739,0.94363,0.97012,0.89494,0.14585,0.11696,0.53114,0.00498719,0.00498719,0.00498719
609,178406,0.28644,0.22657,0.65056,0.98768,0.94349,0.96983,0.89505,0.14577,0.1169,0.5311,0.00497893,0.00497893,0.00497893
610,178699,0.28892,0.22935,0.65262,0.98799,0.94261,0.9699,0.89504,0.14571,0.11693,0.53106,0.00497068,0.00497068,0.00497068
611,178992,0.28738,0.22822,0.65177,0.98827,0.94246,0.96993,0.89515,0.14562,0.11687,0.53102,0.00496242,0.00496242,0.00496242
612,179285,0.29005,0.22983,0.65339,0.98866,0.94243,0.96994,0.89522,0.1455,0.11671,0.53098,0.00495416,0.00495416,0.00495416
613,179578,0.28747,0.2283,0.65154,0.98917,0.94228,0.96981,0.89556,0.14543,0.1166,0.53096,0.0049459,0.0049459,0.0049459
614,179871,0.28768,0.22795,0.65059,0.98876,0.94234,0.97003,0.89568,0.1453,0.11645,0.5309,0.00493764,0.00493764,0.00493764
615,180165,0.28709,0.2289,0.65191,0.98935,0.94298,0.9708,0.89586,0.14525,0.11642,0.53088,0.00492938,0.00492938,0.00492938
616,180458,0.28772,0.22843,0.65212,0.98866,0.94308,0.97079,0.89587,0.1452,0.11643,0.53084,0.00492113,0.00492113,0.00492113
617,180751,0.28763,0.22869,0.65291,0.98931,0.94312,0.97083,0.89595,0.14505,0.11633,0.53078,0.00491287,0.00491287,0.00491287
618,181045,0.2872,0.22784,0.65178,0.98948,0.9431,0.97087,0.89622,0.14494,0.11625,0.53074,0.00490461,0.00490461,0.00490461
619,181338,0.28962,0.23031,0.65405,0.98941,0.94323,0.9709,0.89646,0.14483,0.11619,0.53068,0.00489635,0.00489635,0.00489635
620,181631,0.28639,0.22691,0.65133,0.98961,0.9431,0.97104,0.89624,0.14474,0.11618,0.53064,0.00488809,0.00488809,0.00488809
621,181924,0.28911,0.22825,0.65342,0.98918,0.94309,0.97105,0.89654,0.14467,0.11617,0.5306,0.00487983,0.00487983,0.00487983
622,182216,0.28749,0.22703,0.6521,0.98971,0.9432,0.97103,0.8965,0.14458,0.11611,0.53056,0.00487158,0.00487158,0.00487158
623,182509,0.2871,0.227,0.65176,0.98937,0.9433,0.9711,0.89661,0.14451,0.11604,0.53054,0.00486332,0.00486332,0.00486332
624,182802,0.28651,0.22701,0.65192,0.98946,0.94334,0.97114,0.89729,0.14444,0.11601,0.53049,0.00485506,0.00485506,0.00485506
625,183095,0.28828,0.22726,0.65291,0.98884,0.94305,0.97115,0.89747,0.1444,0.11599,0.53047,0.0048468,0.0048468,0.0048468
626,183388,0.28612,0.2267,0.65151,0.98879,0.94336,0.97117,0.89741,0.14435,0.11604,0.53042,0.00483854,0.00483854,0.00483854
627,183681,0.28593,0.22651,0.65126,0.98847,0.94348,0.97117,0.89737,0.14428,0.11601,0.53039,0.00483028,0.00483028,0.00483028
628,183973,0.28528,0.22656,0.65047,0.98813,0.94407,0.97122,0.89757,0.14423,0.11603,0.53036,0.00482203,0.00482203,0.00482203
629,184266,0.28613,0.22692,0.6515,0.98859,0.9437,0.97122,0.89781,0.14418,0.11599,0.53034,0.00481377,0.00481377,0.00481377
630,184559,0.28675,0.22678,0.65033,0.98793,0.94374,0.97121,0.8979,0.14412,0.11597,0.5303,0.00480551,0.00480551,0.00480551
631,184851,0.28479,0.22542,0.65031,0.98776,0.94348,0.97124,0.89793,0.14411,0.11594,0.53029,0.00479725,0.00479725,0.00479725
632,185144,0.28551,0.226,0.65149,0.9877,0.94365,0.97121,0.89775,0.14404,0.11588,0.53025,0.00478899,0.00478899,0.00478899
633,185436,0.28435,0.22525,0.64993,0.98749,0.94388,0.97131,0.89785,0.14401,0.11585,0.53024,0.00478073,0.00478073,0.00478073
634,185728,0.28485,0.22579,0.65171,0.98755,0.94364,0.97131,0.8981,0.14397,0.11581,0.53021,0.00477248,0.00477248,0.00477248
635,186020,0.28538,0.22541,0.65058,0.9869,0.94483,0.97131,0.89776,0.14395,0.11579,0.53017,0.00476422,0.00476422,0.00476422
636,186312,0.28471,0.22533,0.6498,0.9868,0.9457,0.97147,0.89793,0.14389,0.11581,0.53014,0.00475596,0.00475596,0.00475596
637,186604,0.28531,0.22607,0.65054,0.98685,0.94575,0.97136,0.89835,0.14386,0.11581,0.53011,0.0047477,0.0047477,0.0047477
638,186896,0.28535,0.22566,0.65022,0.98652,0.94645,0.97138,0.89834,0.14376,0.11576,0.53006,0.00473944,0.00473944,0.00473944
639,187188,0.28632,0.22745,0.65169,0.98701,0.94703,0.97147,0.89848,0.14374,0.1158,0.53003,0.00473118,0.00473118,0.00473118
640,187480,0.28443,0.22686,0.65046,0.98565,0.94775,0.97155,0.89876,0.14366,0.11575,0.52999,0.00472293,0.00472293,0.00472293
641,187772,0.28468,0.22595,0.65029,0.98634,0.9476,0.97148,0.8992,0.14357,0.1157,0.52995,0.00471467,0.00471467,0.00471467
642,188065,0.28488,0.22529,0.64994,0.98626,0.94753,0.97143,0.89887,0.14349,0.11568,0.52991,0.00470641,0.00470641,0.00470641
643,188356,0.28335,0.22497,0.65038,0.98642,0.94742,0.97149,0.89968,0.14343,0.1156,0.52989,0.00469815,0.00469815,0.00469815
644,188650,0.28432,0.22612,0.65024,0.98733,0.94705,0.9716,0.89959,0.14334,0.11548,0.52985,0.00468989,0.00468989,0.00468989
645,188942,0.28446,0.22491,0.64983,0.98766,0.94658,0.97159,0.89959,0.14326,0.11544,0.52981,0.00468163,0.00468163,0.00468163
646,189234,0.28329,0.2258,0.64959,0.98775,0.94659,0.97186,0.89946,0.14325,0.11544,0.52978,0.00467338,0.00467338,0.00467338
647,189527,0.28404,0.22443,0.64915,0.98788,0.94666,0.97164,0.89936,0.1433,0.11542,0.52978,0.00466512,0.00466512,0.00466512
648,189819,0.28337,0.225,0.64961,0.98818,0.94677,0.97183,0.89921,0.14322,0.11535,0.52974,0.00465686,0.00465686,0.00465686
649,190111,0.28285,0.22374,0.64882,0.98812,0.94644,0.97181,0.89937,0.1432,0.11537,0.52971,0.0046486,0.0046486,0.0046486
650,190403,0.28259,0.22383,0.64874,0.98834,0.94587,0.97181,0.89969,0.14312,0.1153,0.52967,0.00464034,0.00464034,0.00464034
651,190695,0.28228,0.22299,0.64847,0.98865,0.94564,0.97164,0.8994,0.14305,0.11521,0.52965,0.00463208,0.00463208,0.00463208
652,190987,0.28257,0.22422,0.64867,0.98876,0.94561,0.97191,0.8996,0.14301,0.11519,0.52962,0.00462383,0.00462383,0.00462383
653,191279,0.28126,0.22198,0.64774,0.98888,0.9456,0.9719,0.89965,0.14299,0.11523,0.52961,0.00461557,0.00461557,0.00461557
654,191571,0.28068,0.22265,0.64764,0.98789,0.94631,0.97193,0.89988,0.14299,0.1152,0.52959,0.00460731,0.00460731,0.00460731
655,191863,0.28206,0.22386,0.64916,0.98833,0.94632,0.9717,0.89975,0.1429,0.11515,0.52956,0.00459905,0.00459905,0.00459905
656,192155,0.28189,0.22293,0.64858,0.98797,0.94642,0.97188,0.89974,0.14286,0.11512,0.52954,0.00459079,0.00459079,0.00459079
657,192447,0.28217,0.22374,0.64952,0.98846,0.9465,0.97195,0.89974,0.14285,0.11506,0.52953,0.00458253,0.00458253,0.00458253
658,192740,0.28017,0.22195,0.64753,0.98831,0.94684,0.97197,0.89992,0.14278,0.11502,0.52948,0.00457428,0.00457428,0.00457428
659,193032,0.28137,0.22232,0.6479,0.98837,0.94691,0.97199,0.90021,0.14271,0.115,0.52945,0.00456602,0.00456602,0.00456602
660,193325,0.28174,0.22268,0.64832,0.98948,0.94668,0.97229,0.9005,0.14262,0.1149,0.52942,0.00455776,0.00455776,0.00455776
661,193617,0.28119,0.22331,0.64875,0.99005,0.9464,0.97231,0.90058,0.14254,0.11486,0.52939,0.0045495,0.0045495,0.0045495
662,193909,0.28085,0.22336,0.64805,0.99013,0.94642,0.97231,0.9008,0.14244,0.11479,0.52936,0.00454124,0.00454124,0.00454124
663,194202,0.27937,0.22221,0.64792,0.99029,0.94581,0.97231,0.90059,0.14243,0.11482,0.52934,0.00453298,0.00453298,0.00453298
664,194494,0.28083,0.22235,0.64748,0.99026,0.94646,0.97234,0.90083,0.14242,0.11481,0.52932,0.00452473,0.00452473,0.00452473
665,194787,0.28148,0.22307,0.64887,0.99054,0.94685,0.97203,0.9009,0.14235,0.11475,0.5293,0.00451647,0.00451647,0.00451647
666,195079,0.28169,0.22206,0.64882,0.98905,0.94772,0.97212,0.90106,0.14229,0.11476,0.52927,0.00450821,0.00450821,0.00450821
667,195372,0.28077,0.22217,0.64794,0.98935,0.94765,0.97212,0.90149,0.14221,0.11471,0.52924,0.00449995,0.00449995,0.00449995
668,195664,0.28116,0.22279,0.6484,0.98961,0.94749,0.97212,0.90136,0.14218,0.11466,0.52922,0.00449169,0.00449169,0.00449169
669,195957,0.28065,0.22296,0.64781,0.98977,0.94742,0.97215,0.90111,0.14219,0.11468,0.5292,0.00448343,0.00448343,0.00448343
670,196249,0.27795,0.22027,0.64668,0.98991,0.94738,0.97221,0.90129,0.14223,0.11479,0.52919,0.00447518,0.00447518,0.00447518
671,196541,0.27855,0.22107,0.64723,0.98923,0.94729,0.97223,0.90159,0.14216,0.11483,0.52915,0.00446692,0.00446692,0.00446692
672,196833,0.27968,0.22132,0.64687,0.98947,0.94717,0.97223,0.90153,0.1421,0.11469,0.52913,0.00445866,0.00445866,0.00445866
673,197125,0.27947,0.22067,0.6468,0.98951,0.94744,0.97228,0.90142,0.14207,0.11468,0.5291,0.0044504,0.0044504,0.0044504
674,197417,0.27884,0.22157,0.64678,0.9894,0.94762,0.97227,0.90151,0.14201,0.11463,0.52907,0.00444214,0.00444214,0.00444214
675,197708,0.2774,0.2201,0.64612,0.98938,0.948,0.97229,0.90155,0.14196,0.11461,0.52905,0.00443388,0.00443388,0.00443388
676,198000,0.2796,0.22159,0.64786,0.98936,0.94809,0.97231,0.90175,0.14191,0.11463,0.52902,0.00442563,0.00442563,0.00442563
677,198292,0.27805,0.22037,0.64595,0.98863,0.94804,0.97235,0.9017,0.14189,0.11462,0.52901,0.00441737,0.00441737,0.00441737
678,198584,0.27981,0.22212,0.64727,0.9894,0.94797,0.97233,0.90141,0.14181,0.11454,0.52898,0.00440911,0.00440911,0.00440911
679,198875,0.28014,0.2207,0.64657,0.98946,0.94789,0.97234,0.90147,0.14177,0.11452,0.52896,0.00440085,0.00440085,0.00440085
680,199167,0.27831,0.22118,0.64688,0.98918,0.94817,0.97238,0.90171,0.14175,0.11447,0.52895,0.00439259,0.00439259,0.00439259
681,199458,0.28021,0.22172,0.64762,0.98912,0.94808,0.97239,0.90191,0.14174,0.11454,0.52893,0.00438433,0.00438433,0.00438433
682,199750,0.27935,0.22081,0.64746,0.98906,0.94836,0.97242,0.90178,0.1417,0.11454,0.52892,0.00437608,0.00437608,0.00437608
683,200041,0.2797,0.221,0.64728,0.98906,0.94849,0.97243,0.90146,0.14166,0.11443,0.5289,0.00436782,0.00436782,0.00436782
684,200332,0.27775,0.22094,0.64643,0.98902,0.94844,0.97244,0.90176,0.14159,0.11434,0.52889,0.00435956,0.00435956,0.00435956
685,200624,0.27692,0.21971,0.64511,0.98879,0.94847,0.97242,0.9018,0.14154,0.11431,0.52885,0.0043513,0.0043513,0.0043513
686,200915,0.27914,0.22103,0.64723,0.98902,0.94862,0.97245,0.90195,0.14148,0.11432,0.52882,0.00434304,0.00434304,0.00434304
687,201207,0.27935,0.22154,0.64739,0.98905,0.94879,0.9725,0.90229,0.14145,0.11427,0.5288,0.00433478,0.00433478,0.00433478
688,201498,0.27819,0.21986,0.64612,0.98905,0.94902,0.97252,0.90228,0.14142,0.11422,0.52878,0.00432653,0.00432653,0.00432653
689,201790,0.27632,0.21876,0.64593,0.98887,0.94883,0.97261,0.90184,0.14142,0.11421,0.52876,0.00431827,0.00431827,0.00431827
690,202083,0.2775,0.21978,0.64629,0.9889,0.94886,0.97253,0.90188,0.14141,0.11419,0.52873,0.00431001,0.00431001,0.00431001
691,202375,0.27808,0.22075,0.64717,0.98886,0.94901,0.97258,0.90209,0.14138,0.11421,0.52871,0.00430175,0.00430175,0.00430175
692,202667,0.27687,0.2191,0.64527,0.98895,0.94897,0.97262,0.90263,0.14131,0.11419,0.52867,0.00429349,0.00429349,0.00429349
693,202960,0.27854,0.2208,0.64694,0.98917,0.94887,0.97262,0.90255,0.14128,0.11418,0.52865,0.00428523,0.00428523,0.00428523
694,203253,0.27783,0.21987,0.64677,0.98905,0.94907,0.97264,0.90265,0.14126,0.11414,0.52863,0.00427698,0.00427698,0.00427698
695,203545,0.27849,0.2207,0.64707,0.98913,0.94897,0.97265,0.90263,0.14117,0.11404,0.52858,0.00426872,0.00426872,0.00426872
696,203838,0.27768,0.22139,0.64691,0.98918,0.94906,0.97267,0.90259,0.14116,0.11408,0.52856,0.00426046,0.00426046,0.00426046
697,204130,0.27653,0.21916,0.64572,0.98885,0.94889,0.97276,0.9027,0.14116,0.11412,0.52855,0.0042522,0.0042522,0.0042522
698,204423,0.27641,0.21919,0.64618,0.98912,0.94942,0.97279,0.90261,0.14116,0.11417,0.52853,0.00424394,0.00424394,0.00424394
699,204716,0.27618,0.21846,0.64523,0.98882,0.94906,0.97277,0.90281,0.14112,0.11413,0.52851,0.00423568,0.00423568,0.00423568
700,205008,0.27827,0.22095,0.64653,0.98867,0.94923,0.97281,0.90282,0.14107,0.11408,0.52847,0.00422742,0.00422742,0.00422742
701,205301,0.2765,0.21859,0.64544,0.98865,0.94914,0.97282,0.90293,0.14102,0.11399,0.52845,0.00421917,0.00421917,0.00421917
702,205595,0.27611,0.21827,0.64518,0.98918,0.94899,0.97285,0.90275,0.14098,0.11394,0.52841,0.00421091,0.00421091,0.00421091
703,205887,0.2775,0.21977,0.64604,0.9893,0.94894,0.97285,0.90277,0.14098,0.11389,0.52841,0.00420265,0.00420265,0.00420265
704,206180,0.27445,0.21777,0.64404,0.98928,0.94888,0.97283,0.90298,0.14091,0.1138,0.52838,0.00419439,0.00419439,0.00419439
705,206473,0.27481,0.21845,0.64496,0.98937,0.94873,0.97284,0.90306,0.14088,0.11378,0.52836,0.00418613,0.00418613,0.00418613
706,206765,0.27595,0.21858,0.64586,0.98933,0.94877,0.97283,0.90288,0.14088,0.11376,0.52834,0.00417788,0.00417788,0.00417788
707,207058,0.27655,0.21863,0.6464,0.98959,0.94857,0.97287,0.90305,0.14086,0.11382,0.52831,0.00416962,0.00416962,0.00416962
708,207351,0.27533,0.21789,0.64467,0.98977,0.94842,0.97293,0.90311,0.14079,0.1138,0.52827,0.00416136,0.00416136,0.00416136
709,207643,0.27475,0.21817,0.64425,0.98985,0.94866,0.97295,0.90267,0.14079,0.11378,0.52826,0.0041531,0.0041531,0.0041531
710,207936,0.27643,0.21976,0.6463,0.98978,0.94845,0.97294,0.90306,0.14073,0.11377,0.52822,0.00414484,0.00414484,0.00414484
711,208229,0.27439,0.21813,0.64452,0.98954,0.94907,0.97295,0.903,0.14062,0.11369,0.52818,0.00413658,0.00413658,0.00413658
712,208521,0.27396,0.21824,0.64401,0.98953,0.94904,0.97294,0.90321,0.14066,0.11382,0.52817,0.00412833,0.00412833,0.00412833
713,208814,0.27286,0.21751,0.64335,0.98914,0.95,0.97295,0.90346,0.1406,0.11378,0.52814,0.00412007,0.00412007,0.00412007
714,209107,0.27467,0.21817,0.64485,0.98959,0.94963,0.97295,0.90328,0.14057,0.11374,0.52812,0.00411181,0.00411181,0.00411181
715,209400,0.27368,0.21781,0.64317,0.9889,0.94991,0.97296,0.90352,0.14051,0.11376,0.52809,0.00410355,0.00410355,0.00410355
716,209692,0.2729,0.21556,0.64304,0.9887,0.94992,0.97294,0.90361,0.14051,0.11376,0.52807,0.00409529,0.00409529,0.00409529
717,209985,0.27421,0.21686,0.6446,0.98874,0.95001,0.97299,0.90338,0.14056,0.11384,0.52805,0.00408703,0.00408703,0.00408703
718,210277,0.27459,0.21777,0.64472,0.98886,0.94998,0.973,0.90325,0.14058,0.11391,0.52803,0.00407877,0.00407877,0.00407877
719,210569,0.27452,0.21749,0.6439,0.9892,0.94988,0.97306,0.9032,0.1405,0.11389,0.528,0.00407052,0.00407052,0.00407052
720,210861,0.2738,0.21697,0.64385,0.99069,0.9491,0.97232,0.90319,0.14048,0.11387,0.52799,0.00406226,0.00406226,0.00406226
721,211153,0.27307,0.21621,0.64332,0.99074,0.94927,0.97251,0.90359,0.14043,0.11377,0.52796,0.004054,0.004054,0.004054
722,211446,0.27408,0.21598,0.64427,0.99009,0.94877,0.97258,0.90381,0.14035,0.11372,0.52793,0.00404574,0.00404574,0.00404574
723,211739,0.27182,0.21577,0.64255,0.99045,0.94929,0.97247,0.90385,0.14024,0.11364,0.52789,0.00403748,0.00403748,0.00403748
724,212031,0.27334,0.21714,0.64376,0.9908,0.94944,0.9725,0.90389,0.14018,0.11358,0.52785,0.00402922,0.00402922,0.00402922
725,212324,0.27229,0.21503,0.64261,0.98913,0.95032,0.97326,0.90426,0.14015,0.11354,0.52782,0.00402097,0.00402097,0.00402097
726,212616,0.27488,0.21742,0.64381,0.99024,0.94953,0.97273,0.90422,0.14006,0.11344,0.52778,0.00401271,0.00401271,0.00401271
727,212908,0.2738,0.21698,0.64341,0.99034,0.94944,0.97271,0.90407,0.14006,0.11345,0.52777,0.00400445,0.00400445,0.00400445
728,213201,inf,0.21692,0.64364,0.99023,0.94966,0.9728,0.90447,0.14005,0.11341,0.52776,0.00399619,0.00399619,0.00399619
729,213493,0.27301,0.21651,0.64323,0.98919,0.94959,0.97277,0.90411,0.14004,0.11334,0.52774,0.00398793,0.00398793,0.00398793
730,213786,0.27369,0.21692,0.64458,0.98953,0.94971,0.97275,0.90385,0.14006,0.11339,0.52772,0.00397968,0.00397968,0.00397968
731,214078,inf,0.21564,0.64248,0.98949,0.94963,0.97281,0.90388,0.13996,0.11332,0.5277,0.00397142,0.00397142,0.00397142
732,214371,0.27256,0.21541,0.64338,0.98901,0.94969,0.97281,0.90416,0.13994,0.11326,0.52768,0.00396316,0.00396316,0.00396316
733,214663,0.27269,0.21641,0.64395,0.98896,0.94969,0.97281,0.90421,0.1399,0.11323,0.52765,0.0039549,0.0039549,0.0039549
734,214955,0.27278,0.21596,0.64308,0.98949,0.94948,0.97283,0.9042,0.13981,0.11311,0.52762,0.00394664,0.00394664,0.00394664
735,215247,0.27008,0.2139,0.64098,0.98887,0.94964,0.97281,0.90387,0.13975,0.11299,0.52759,0.00393838,0.00393838,0.00393838
736,215539,0.27159,0.21573,0.6426,0.98926,0.94968,0.97283,0.90432,0.13971,0.11296,0.52756,0.00393012,0.00393012,0.00393012
737,215832,0.27124,0.21478,0.64185,0.98815,0.95025,0.97278,0.90411,0.13968,0.11286,0.52755,0.00392187,0.00392187,0.00392187
738,216124,0.27108,0.21492,0.64232,0.98902,0.94962,0.9728,0.90409,0.13965,0.11284,0.52752,0.00391361,0.00391361,0.00391361
739,216416,0.27142,0.21608,0.64314,0.98859,0.94956,0.97279,0.90438,0.13955,0.11272,0.5275,0.00390535,0.00390535,0.00390535
740,216708,0.27174,0.21576,0.64375,0.98869,0.94934,0.9728,0.90456,0.13949,0.11265,0.52748,0.00389709,0.00389709,0.00389709
741,217000,0.27048,0.21453,0.64149,0.98895,0.94936,0.97281,0.90452,0.13947,0.11261,0.52747,0.00388883,0.00388883,0.00388883
742,217292,0.27016,0.2143,0.64228,0.9894,0.9491,0.97279,0.90441,0.13943,0.11258,0.52746,0.00388057,0.00388057,0.00388057
743,217584,0.27023,0.21453,0.64193,0.98938,0.94907,0.9728,0.90463,0.13934,0.11257,0.52742,0.00387232,0.00387232,0.00387232
744,217877,0.27057,0.21394,0.6422,0.98909,0.94925,0.97281,0.90459,0.13929,0.1125,0.52739,0.00386406,0.00386406,0.00386406
745,218170,0.26979,0.21399,0.64141,0.98945,0.94931,0.97297,0.90463,0.13925,0.11255,0.52737,0.0038558,0.0038558,0.0038558
