epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
366,107306,0.33401,0.26599,0.683,0.98259,0.91749,0.95633,0.85445,0.17542,0.13724,0.54782,0.00698571,0.00698571,0.00698571
367,107599,0.33465,0.26714,0.68288,0.98239,0.91764,0.95652,0.85458,0.17519,0.13707,0.54768,0.00697745,0.00697745,0.00697745
368,107892,0.33364,0.26521,0.68169,0.98151,0.91856,0.95662,0.85513,0.17495,0.13687,0.54754,0.00696919,0.00696919,0.00696919
369,108185,0.33183,0.26416,0.68083,0.98203,0.91851,0.95667,0.85506,0.17473,0.13671,0.54743,0.00696093,0.00696093,0.00696093
370,108478,0.33264,0.26473,0.68179,0.98057,0.91863,0.95672,0.85541,0.17451,0.13657,0.54728,0.00695268,0.00695268,0.00695268
371,108771,0.33388,0.26578,0.68359,0.98081,0.9192,0.9568,0.85545,0.17429,0.13647,0.54716,0.00694442,0.00694442,0.00694442
372,109064,0.33277,0.26424,0.68142,0.97895,0.92014,0.95682,0.85598,0.17408,0.13631,0.54704,0.00693616,0.00693616,0.00693616
373,109356,0.33312,0.26511,0.68288,0.98008,0.91946,0.95687,0.8564,0.17385,0.13613,0.5469,0.0069279,0.0069279,0.0069279
374,109649,0.33275,0.26329,0.68071,0.97967,0.91951,0.95696,0.85687,0.17365,0.13599,0.54678,0.00691964,0.00691964,0.00691964
375,109942,0.33362,0.26516,0.68164,0.9798,0.91993,0.95704,0.85697,0.17347,0.13588,0.54666,0.00691138,0.00691138,0.00691138
376,110235,0.33255,0.26509,0.68229,0.97984,0.92003,0.95726,0.85705,0.17327,0.13575,0.54655,0.00690313,0.00690313,0.00690313
377,110528,0.33094,0.26399,0.68168,0.97983,0.92004,0.95733,0.85729,0.17314,0.13565,0.54645,0.00689487,0.00689487,0.00689487
378,110821,0.33058,0.26196,0.68092,0.97986,0.92056,0.95754,0.85735,0.1729,0.13545,0.54632,0.00688661,0.00688661,0.00688661
379,111113,0.3315,0.26353,0.68183,0.97829,0.92247,0.95771,0.8577,0.17269,0.13532,0.54621,0.00687835,0.00687835,0.00687835
380,111407,0.32905,0.26192,0.67877,0.97837,0.92276,0.95785,0.85806,0.17252,0.13522,0.5461,0.00687009,0.00687009,0.00687009
381,111700,0.33241,0.26348,0.68199,0.97841,0.92279,0.95788,0.85838,0.17237,0.13509,0.546,0.00686183,0.00686183,0.00686183
382,111993,0.32996,0.26182,0.67991,0.97855,0.9229,0.95801,0.85853,0.1722,0.13499,0.54589,0.00685357,0.00685357,0.00685357
383,112286,0.33114,0.26329,0.68188,0.97902,0.92234,0.95799,0.85914,0.17201,0.13484,0.54577,0.00684532,0.00684532,0.00684532
384,112578,0.33004,0.26197,0.68049,0.97981,0.92163,0.95811,0.85953,0.1718,0.13472,0.54564,0.00683706,0.00683706,0.00683706
385,112871,0.33008,0.26172,0.68082,0.98047,0.92178,0.95809,0.86001,0.17152,0.1345,0.54551,0.0068288,0.0068288,0.0068288
386,113164,0.32741,0.26032,0.67727,0.98033,0.9219,0.95821,0.8599,0.17136,0.13446,0.54539,0.00682054,0.00682054,0.00682054
387,113457,0.33173,0.26356,0.68166,0.98046,0.92211,0.95833,0.86041,0.17111,0.13427,0.54527,0.00681228,0.00681228,0.00681228
388,113750,0.33003,0.26177,0.67989,0.98048,0.92192,0.95838,0.86019,0.17092,0.13417,0.54515,0.00680403,0.00680403,0.00680403
389,114043,0.3285,0.26205,0.67933,0.97811,0.92505,0.95859,0.86029,0.17071,0.13404,0.54504,0.00679577,0.00679577,0.00679577
390,114336,0.32922,0.26139,0.67956,0.97862,0.92457,0.95873,0.8606,0.17053,0.13397,0.54493,0.00678751,0.00678751,0.00678751
391,114629,0.3279,0.26099,0.67896,0.97913,0.92394,0.95876,0.86058,0.17035,0.13384,0.54482,0.00677925,0.00677925,0.00677925
392,114922,0.32753,0.26023,0.67799,0.97709,0.92649,0.95884,0.86121,0.17017,0.13372,0.54472,0.00677099,0.00677099,0.00677099
393,115215,0.32806,0.25984,0.67808,0.97999,0.92381,0.9589,0.86133,0.16999,0.13364,0.54461,0.00676273,0.00676273,0.00676273
394,115508,0.32765,0.26069,0.67952,0.97547,0.92874,0.95893,0.86143,0.16983,0.13353,0.54453,0.00675448,0.00675448,0.00675448
395,115801,0.32707,0.26001,0.67877,0.97464,0.92913,0.95903,0.86146,0.16966,0.13339,0.54443,0.00674622,0.00674622,0.00674622
396,116093,0.32603,0.25979,0.67661,0.97502,0.92989,0.95904,0.86175,0.16946,0.13324,0.54432,0.00673796,0.00673796,0.00673796
397,116386,0.3252,0.25876,0.67653,0.9747,0.93017,0.95917,0.86171,0.16928,0.13309,0.54422,0.0067297,0.0067297,0.0067297
398,116679,0.32588,0.25975,0.67758,0.97459,0.92931,0.9592,0.86239,0.16909,0.1329,0.54412,0.00672144,0.00672144,0.00672144
399,116971,0.32653,0.25975,0.67805,0.97451,0.9294,0.95925,0.86281,0.16884,0.13275,0.544,0.00671318,0.00671318,0.00671318
400,117263,0.32646,0.25862,0.67736,0.97554,0.92973,0.95929,0.86304,0.16867,0.13262,0.5439,0.00670492,0.00670492,0.00670492
401,117556,0.32489,0.25764,0.67746,0.97511,0.92964,0.95937,0.86342,0.16849,0.13247,0.5438,0.00669667,0.00669667,0.00669667
402,117849,0.32403,0.25827,0.67659,0.97491,0.92966,0.9595,0.86374,0.16829,0.13231,0.54369,0.00668841,0.00668841,0.00668841
403,118141,0.32615,0.26018,0.67807,0.97542,0.92985,0.95949,0.86395,0.16813,0.13218,0.54359,0.00668015,0.00668015,0.00668015
404,118432,0.32364,0.25814,0.67615,0.97571,0.93007,0.95969,0.86457,0.16794,0.13204,0.54349,0.00667189,0.00667189,0.00667189
405,118723,0.32499,0.25915,0.67819,0.97618,0.93015,0.95974,0.86503,0.16771,0.13181,0.54339,0.00666363,0.00666363,0.00666363
406,119016,0.32465,0.25794,0.67659,0.97681,0.92986,0.95987,0.86565,0.16754,0.13167,0.54331,0.00665537,0.00665537,0.00665537
407,119308,0.32651,0.25847,0.67803,0.97732,0.92945,0.96018,0.86554,0.16739,0.13155,0.54323,0.00664712,0.00664712,0.00664712
408,119599,0.32352,0.2573,0.67606,0.97756,0.92873,0.96021,0.86535,0.16722,0.13135,0.54314,0.00663886,0.00663886,0.00663886
409,119890,0.32487,0.25843,0.6771,0.97656,0.93056,0.96024,0.86601,0.16705,0.13121,0.54306,0.0066306,0.0066306,0.0066306
410,120182,0.32238,0.25654,0.67555,0.97935,0.9282,0.96028,0.86635,0.16689,0.13106,0.54297,0.00662234,0.00662234,0.00662234
411,120474,0.32298,0.25594,0.67582,0.98058,0.92756,0.96031,0.86665,0.16677,0.13101,0.54289,0.00661408,0.00661408,0.00661408
412,120767,0.3224,0.2566,0.67586,0.98089,0.92695,0.96035,0.86687,0.16658,0.13092,0.5428,0.00660583,0.00660583,0.00660583
413,121059,0.32287,0.25734,0.67423,0.98026,0.92779,0.96041,0.86698,0.16639,0.13079,0.54269,0.00659757,0.00659757,0.00659757
414,121350,0.32536,0.25801,0.67691,0.98129,0.92725,0.96053,0.86731,0.16623,0.13066,0.5426,0.00658931,0.00658931,0.00658931
415,121642,0.32249,0.25607,0.67455,0.9808,0.92799,0.96057,0.8673,0.16608,0.13066,0.5425,0.00658105,0.00658105,0.00658105
416,121934,0.32373,0.25685,0.67499,0.97591,0.93215,0.96074,0.8676,0.1659,0.13049,0.5424,0.00657279,0.00657279,0.00657279
417,122226,0.32168,0.25643,0.67544,0.97516,0.93228,0.96077,0.86784,0.16569,0.13035,0.5423,0.00656453,0.00656453,0.00656453
418,122518,0.32178,0.25522,0.67431,0.97509,0.93219,0.9608,0.86831,0.16552,0.13023,0.54221,0.00655628,0.00655628,0.00655628
419,122810,0.32283,0.25652,0.67494,0.97558,0.93245,0.96092,0.86859,0.16535,0.1301,0.54212,0.00654802,0.00654802,0.00654802
420,123102,0.32318,0.25554,0.67446,0.97553,0.93261,0.96096,0.86875,0.16518,0.13005,0.54202,0.00653976,0.00653976,0.00653976
421,123394,0.32348,0.25647,0.67526,0.975,0.93334,0.96096,0.86892,0.16498,0.12995,0.54191,0.0065315,0.0065315,0.0065315
422,123685,0.322,0.25577,0.67521,0.97576,0.93341,0.96106,0.86919,0.16475,0.12978,0.54181,0.00652324,0.00652324,0.00652324
423,123978,0.32019,0.25309,0.67368,0.97591,0.93324,0.96115,0.86957,0.16461,0.1297,0.54172,0.00651498,0.00651498,0.00651498
424,124270,0.32068,0.25487,0.67384,0.97707,0.93344,0.96129,0.86989,0.16445,0.12956,0.54163,0.00650672,0.00650672,0.00650672
425,124562,0.3216,0.25468,0.67412,0.9754,0.93416,0.96135,0.87005,0.16428,0.12944,0.54156,0.00649847,0.00649847,0.00649847
426,124854,0.32101,0.25429,0.67243,0.97643,0.93374,0.96132,0.87022,0.16414,0.1293,0.54147,0.00649021,0.00649021,0.00649021
427,125146,0.31916,0.25231,0.67326,0.97683,0.93383,0.96128,0.87017,0.16402,0.12926,0.5414,0.00648195,0.00648195,0.00648195
428,125438,0.32188,0.25558,0.67456,0.9774,0.93323,0.9615,0.87069,0.1639,0.12923,0.54131,0.00647369,0.00647369,0.00647369
429,125730,0.32212,0.25618,0.67448,0.97845,0.93314,0.96152,0.87122,0.16372,0.12911,0.54123,0.00646543,0.00646543,0.00646543
430,126022,0.31848,0.25289,0.67173,0.97886,0.93267,0.96159,0.87136,0.16358,0.12899,0.54113,0.00645718,0.00645718,0.00645718
431,126314,0.31899,0.25292,0.673,0.97894,0.93282,0.96158,0.87143,0.16345,0.12895,0.54106,0.00644892,0.00644892,0.00644892
432,126607,0.31856,0.25181,0.67232,0.97885,0.93315,0.96166,0.87159,0.16328,0.12879,0.54097,0.00644066,0.00644066,0.00644066
433,126899,0.31802,0.25217,0.67205,0.97846,0.93335,0.96169,0.87185,0.16317,0.12875,0.54091,0.0064324,0.0064324,0.0064324
434,127191,0.31903,0.25232,0.67323,0.97977,0.93264,0.96177,0.87208,0.16305,0.12866,0.54086,0.00642414,0.00642414,0.00642414
435,127483,0.31823,0.25256,0.67197,0.97898,0.93358,0.96175,0.87228,0.16292,0.12861,0.54078,0.00641588,0.00641588,0.00641588
436,127776,0.31874,0.25296,0.67237,0.97904,0.93396,0.96168,0.87248,0.16279,0.12856,0.5407,0.00640763,0.00640763,0.00640763
437,128068,0.31622,0.25084,0.67053,0.97905,0.93338,0.96172,0.87265,0.16264,0.12839,0.54062,0.00639937,0.00639937,0.00639937
438,128360,0.31695,0.25101,0.67095,0.97827,0.93418,0.96166,0.87273,0.16247,0.1283,0.54053,0.00639111,0.00639111,0.00639111
439,128652,0.3177,0.25183,0.67031,0.98092,0.93219,0.96168,0.87303,0.1623,0.12819,0.54045,0.00638285,0.00638285,0.00638285
440,128945,0.31515,0.24965,0.66959,0.97973,0.93327,0.96183,0.87297,0.16209,0.128,0.54036,0.00637459,0.00637459,0.00637459
441,129237,0.31667,0.2515,0.67031,0.97811,0.93501,0.96211,0.87325,0.16195,0.12787,0.54028,0.00636633,0.00636633,0.00636633
442,129530,0.3177,0.25271,0.67159,0.9782,0.93506,0.96181,0.87336,0.16182,0.12782,0.5402,0.00635808,0.00635808,0.00635808
443,129823,0.31653,0.25149,0.67146,0.97827,0.93485,0.96207,0.87339,0.16168,0.12769,0.54013,0.00634982,0.00634982,0.00634982
444,130115,0.31639,0.25066,0.67113,0.97935,0.93377,0.96213,0.87344,0.16155,0.12756,0.54006,0.00634156,0.00634156,0.00634156
445,130407,0.31763,0.25196,0.67128,0.97768,0.93561,0.96201,0.87358,0.16141,0.12745,0.53998,0.0063333,0.0063333,0.0063333
446,130700,0.31574,0.25106,0.67122,0.97827,0.93581,0.96215,0.87369,0.16126,0.12734,0.5399,0.00632504,0.00632504,0.00632504
447,130992,0.31598,0.25103,0.66972,0.97856,0.93558,0.96218,0.87401,0.16114,0.12726,0.53982,0.00631678,0.00631678,0.00631678
448,131285,0.31583,0.25106,0.66951,0.97851,0.9364,0.96221,0.87429,0.161,0.12712,0.53973,0.00630852,0.00630852,0.00630852
449,131577,0.31554,0.25019,0.67034,0.97874,0.93622,0.96244,0.87447,0.16082,0.12699,0.53965,0.00630027,0.00630027,0.00630027
450,131870,0.31497,0.24959,0.6688,0.97847,0.93643,0.96243,0.87478,0.16073,0.12693,0.53959,0.00629201,0.00629201,0.00629201
451,132163,0.31526,0.25052,0.67001,0.97972,0.93603,0.96251,0.8748,0.16064,0.12686,0.53953,0.00628375,0.00628375,0.00628375
452,132456,0.31591,0.24981,0.6693,0.98033,0.93591,0.96256,0.87497,0.16052,0.12675,0.53946,0.00627549,0.00627549,0.00627549
453,132748,0.31545,0.25033,0.66995,0.98061,0.9357,0.9626,0.87488,0.1604,0.12665,0.53938,0.00626723,0.00626723,0.00626723
454,133041,0.314,0.24886,0.66867,0.98024,0.93598,0.96254,0.87533,0.16025,0.12661,0.5393,0.00625898,0.00625898,0.00625898
455,133333,0.31411,0.24924,0.66957,0.97934,0.93655,0.96258,0.87567,0.16013,0.12655,0.53924,0.00625072,0.00625072,0.00625072
456,133626,0.31396,0.24984,0.66923,0.97979,0.93668,0.96266,0.87572,0.15999,0.12648,0.53918,0.00624246,0.00624246,0.00624246
457,133919,0.31411,0.24857,0.66948,0.98028,0.93677,0.96287,0.87597,0.15984,0.12643,0.5391,0.0062342,0.0062342,0.0062342
458,134211,0.31281,0.24846,0.66774,0.98008,0.9368,0.9629,0.87619,0.15974,0.12637,0.53905,0.00622594,0.00622594,0.00622594
459,134504,0.31418,0.2487,0.66884,0.98111,0.93661,0.96297,0.87639,0.1596,0.12632,0.53896,0.00621768,0.00621768,0.00621768
460,134797,0.31317,0.24826,0.66908,0.98091,0.93693,0.96304,0.87664,0.15947,0.12628,0.53889,0.00620942,0.00620942,0.00620942
461,135090,0.31466,0.25063,0.66988,0.98086,0.93659,0.96304,0.87696,0.15936,0.12619,0.53882,0.00620117,0.00620117,0.00620117
462,135382,0.31399,0.24761,0.66864,0.98064,0.93686,0.96312,0.87707,0.15919,0.12605,0.53872,0.00619291,0.00619291,0.00619291
463,135675,0.31447,0.24936,0.66854,0.98075,0.93662,0.96305,0.87718,0.15906,0.12596,0.53865,0.00618465,0.00618465,0.00618465
464,135967,0.31308,0.24868,0.66823,0.98127,0.93646,0.96314,0.8772,0.15893,0.12593,0.53856,0.00617639,0.00617639,0.00617639
465,136259,0.31195,0.24726,0.667,0.98071,0.93728,0.96317,0.87737,0.15877,0.12577,0.53847,0.00616813,0.00616813,0.00616813
466,136552,0.3105,0.24696,0.6658,0.98157,0.93655,0.96331,0.8775,0.15864,0.12567,0.53839,0.00615988,0.00615988,0.00615988
467,136844,0.31335,0.24854,0.66806,0.9811,0.93717,0.9634,0.87791,0.15851,0.12563,0.53832,0.00615162,0.00615162,0.00615162
468,137137,0.31105,0.24711,0.66755,0.98137,0.93676,0.96339,0.878,0.1584,0.12562,0.53823,0.00614336,0.00614336,0.00614336
469,137429,0.31224,0.24758,0.66756,0.98187,0.93693,0.96346,0.87835,0.15825,0.12551,0.53816,0.0061351,0.0061351,0.0061351
470,137721,0.31137,0.24705,0.6668,0.9823,0.93692,0.96348,0.8785,0.1581,0.12543,0.53807,0.00612684,0.00612684,0.00612684
471,138014,0.3109,0.24683,0.66677,0.98217,0.93641,0.96364,0.87868,0.15795,0.12532,0.538,0.00611858,0.00611858,0.00611858
472,138307,0.31177,0.24758,0.66805,0.98161,0.93669,0.96379,0.87879,0.15786,0.12524,0.53794,0.00611032,0.00611032,0.00611032
473,138599,0.3113,0.24668,0.66653,0.98228,0.93589,0.96394,0.879,0.15768,0.12507,0.53786,0.00610207,0.00610207,0.00610207
474,138891,0.31137,0.2465,0.66789,0.98251,0.93593,0.96378,0.87932,0.15751,0.12497,0.53777,0.00609381,0.00609381,0.00609381
475,139184,0.31175,0.24721,0.66674,0.98214,0.9371,0.96436,0.87937,0.15739,0.12489,0.5377,0.00608555,0.00608555,0.00608555
476,139476,0.31119,0.24665,0.66779,0.98287,0.9362,0.96441,0.87948,0.15729,0.12479,0.53764,0.00607729,0.00607729,0.00607729
477,139769,0.31145,0.24739,0.66847,0.98292,0.93628,0.96449,0.87959,0.15717,0.12467,0.53757,0.00606903,0.00606903,0.00606903
478,140061,0.31034,0.24572,0.66647,0.98294,0.93628,0.96407,0.87956,0.15704,0.12455,0.5375,0.00606078,0.00606078,0.00606078
479,140353,0.31138,0.2468,0.66612,0.98282,0.93642,0.96411,0.87995,0.15691,0.12447,0.53743,0.00605252,0.00605252,0.00605252
480,140644,0.3091,0.24555,0.6658,0.98243,0.93702,0.96397,0.88019,0.15677,0.12437,0.53736,0.00604426,0.00604426,0.00604426
481,140936,0.31101,0.24749,0.6666,0.98211,0.9375,0.96409,0.8802,0.15666,0.12435,0.5373,0.006036,0.006036,0.006036
482,141228,0.31033,0.2471,0.66687,0.982,0.9378,0.96415,0.88065,0.15653,0.12424,0.53723,0.00602774,0.00602774,0.00602774
483,141519,0.30868,0.24497,0.6657,0.98192,0.93797,0.96451,0.88064,0.15644,0.12417,0.53717,0.00601948,0.00601948,0.00601948
484,141811,0.30912,0.24516,0.66587,0.98163,0.93832,0.96431,0.88075,0.15634,0.12413,0.53712,0.00601122,0.00601122,0.00601122
485,142101,0.30945,0.24567,0.66686,0.98208,0.93836,0.96418,0.88074,0.15624,0.12405,0.53706,0.00600297,0.00600297,0.00600297
486,142393,0.30939,0.24496,0.66657,0.98179,0.93843,0.96413,0.88098,0.15614,0.12395,0.53702,0.00599471,0.00599471,0.00599471
487,142685,0.30866,0.24486,0.66595,0.9812,0.93871,0.96425,0.88109,0.15602,0.12391,0.53695,0.00598645,0.00598645,0.00598645
488,142978,0.30897,0.24568,0.66642,0.98067,0.93893,0.96425,0.88132,0.15593,0.12389,0.53688,0.00597819,0.00597819,0.00597819
489,143271,0.30942,0.244,0.66593,0.98168,0.93858,0.96441,0.88142,0.1558,0.12381,0.53681,0.00596993,0.00596993,0.00596993
490,143565,0.30921,0.24463,0.66489,0.98195,0.93859,0.96491,0.88159,0.15569,0.12378,0.53675,0.00596168,0.00596168,0.00596168
491,143858,0.30753,0.24431,0.66423,0.98214,0.93865,0.96483,0.88177,0.15557,0.1237,0.53667,0.00595342,0.00595342,0.00595342
492,144150,0.30938,0.2464,0.66691,0.98188,0.93875,0.96511,0.88191,0.15545,0.12366,0.53661,0.00594516,0.00594516,0.00594516
493,144443,0.30967,0.24587,0.66527,0.98252,0.9387,0.96539,0.88185,0.15534,0.1236,0.53655,0.0059369,0.0059369,0.0059369
494,144736,0.30818,0.24489,0.66538,0.98197,0.93888,0.96535,0.88208,0.15526,0.12355,0.53649,0.00592864,0.00592864,0.00592864
495,145028,0.3083,0.24446,0.66478,0.98195,0.939,0.9656,0.88264,0.15511,0.12352,0.53642,0.00592038,0.00592038,0.00592038
496,145320,0.30792,0.24423,0.66484,0.98181,0.93921,0.96559,0.88275,0.155,0.12343,0.53637,0.00591213,0.00591213,0.00591213
497,145612,0.3098,0.24593,0.66659,0.98171,0.9393,0.96568,0.88305,0.15485,0.12336,0.53629,0.00590387,0.00590387,0.00590387
498,145904,0.30752,0.24386,0.66477,0.98155,0.93933,0.96567,0.88288,0.1547,0.12326,0.53622,0.00589561,0.00589561,0.00589561
499,146196,0.3046,0.24264,0.66294,0.98209,0.93985,0.96575,0.88343,0.15454,0.12307,0.53614,0.00588735,0.00588735,0.00588735
500,146488,inf,0.24185,0.66329,0.98199,0.93947,0.96571,0.88344,0.15442,0.123,0.53607,0.00587909,0.00587909,0.00587909
501,146780,0.30758,0.24485,0.66459,0.98287,0.93933,0.96594,0.88367,0.1543,0.12295,0.536,0.00587083,0.00587083,0.00587083
502,147072,0.30355,0.24021,0.6614,0.98276,0.93966,0.96597,0.88371,0.15421,0.12287,0.53595,0.00586258,0.00586258,0.00586258
503,147364,0.30481,0.24126,0.66215,0.98283,0.93934,0.96601,0.88381,0.15408,0.12275,0.53588,0.00585432,0.00585432,0.00585432
504,147655,0.30492,0.24227,0.66247,0.98269,0.93965,0.96622,0.88398,0.15391,0.12261,0.53581,0.00584606,0.00584606,0.00584606
505,147947,0.30575,0.24329,0.66326,0.98254,0.94007,0.96635,0.88411,0.15382,0.12251,0.53576,0.0058378,0.0058378,0.0058378
506,148239,0.30484,0.24079,0.66261,0.98244,0.94029,0.96624,0.88444,0.15365,0.12237,0.53568,0.00582954,0.00582954,0.00582954
507,148530,0.30488,0.24151,0.66334,0.98168,0.94069,0.96625,0.88435,0.15352,0.12231,0.53562,0.00582128,0.00582128,0.00582128
508,148822,0.30342,0.24104,0.66219,0.98203,0.94059,0.96639,0.88465,0.15343,0.12227,0.53556,0.00581303,0.00581303,0.00581303
509,149114,0.30663,0.24251,0.66362,0.98257,0.94029,0.96637,0.88453,0.15333,0.12226,0.53551,0.00580477,0.00580477,0.00580477
510,149405,0.30555,0.24325,0.66344,0.98239,0.94046,0.96645,0.88498,0.15322,0.12218,0.53544,0.00579651,0.00579651,0.00579651
511,149698,0.30358,0.24178,0.66201,0.98242,0.94046,0.96656,0.88497,0.15311,0.12212,0.53539,0.00578825,0.00578825,0.00578825
512,149989,0.30555,0.24245,0.66388,0.98256,0.94061,0.96655,0.88509,0.15306,0.12206,0.53536,0.00577999,0.00577999,0.00577999
513,150282,0.30483,0.24149,0.66287,0.98269,0.94057,0.96657,0.8851,0.15297,0.12202,0.5353,0.00577173,0.00577173,0.00577173
514,150574,0.30365,0.24198,0.66141,0.98273,0.94063,0.96664,0.88516,0.15295,0.12205,0.53527,0.00576348,0.00576348,0.00576348
515,150866,0.30352,0.23984,0.66167,0.9828,0.94072,0.9667,0.88558,0.15284,0.12196,0.53522,0.00575522,0.00575522,0.00575522
516,151158,0.30271,0.23902,0.66079,0.98234,0.94083,0.96673,0.88556,0.15274,0.12191,0.53516,0.00574696,0.00574696,0.00574696
517,151450,0.30256,0.24045,0.66207,0.98345,0.94081,0.96693,0.88569,0.15261,0.12182,0.5351,0.0057387,0.0057387,0.0057387
518,151743,0.30439,0.24079,0.66275,0.98268,0.94124,0.96698,0.88572,0.15249,0.12176,0.53504,0.00573044,0.00573044,0.00573044
519,152036,0.30231,0.23842,0.66162,0.98274,0.94124,0.96694,0.88601,0.15243,0.12167,0.535,0.00572218,0.00572218,0.00572218
520,152328,0.30146,0.23904,0.65981,0.98332,0.94074,0.96683,0.8858,0.15231,0.12156,0.53494,0.00571392,0.00571392,0.00571392
521,152621,0.30189,0.23924,0.661,0.98395,0.94079,0.96679,0.88613,0.15219,0.12152,0.53487,0.00570567,0.00570567,0.00570567
522,152914,0.30221,0.23887,0.66102,0.98315,0.94098,0.96703,0.88612,0.15206,0.12143,0.53482,0.00569741,0.00569741,0.00569741
523,153207,0.30153,0.23835,0.66038,0.98425,0.94046,0.96695,0.88653,0.1519,0.12127,0.53476,0.00568915,0.00568915,0.00568915
524,153499,0.30202,0.24057,0.6617,0.984,0.94058,0.96709,0.88648,0.15179,0.12122,0.5347,0.00568089,0.00568089,0.00568089
525,153791,0.30339,0.23993,0.66126,0.98468,0.94035,0.96693,0.88689,0.15171,0.1212,0.53466,0.00567263,0.00567263,0.00567263
526,154084,0.30078,0.23763,0.65969,0.98569,0.93976,0.96705,0.88688,0.15162,0.12111,0.53461,0.00566438,0.00566438,0.00566438
527,154377,0.29934,0.23727,0.65936,0.98519,0.94038,0.96715,0.88712,0.15156,0.12103,0.53458,0.00565612,0.00565612,0.00565612
528,154669,0.30128,0.23946,0.66035,0.98566,0.94034,0.96701,0.88723,0.15148,0.12106,0.53452,0.00564786,0.00564786,0.00564786
529,154962,0.30264,0.23926,0.66082,0.98652,0.93971,0.96713,0.88692,0.15146,0.12101,0.53449,0.0056396,0.0056396,0.0056396
530,155256,0.30198,0.23943,0.66164,0.98695,0.93977,0.96715,0.88726,0.15128,0.12094,0.53442,0.00563134,0.00563134,0.00563134
531,155549,0.30037,0.23836,0.65953,0.98676,0.93962,0.96708,0.88739,0.1512,0.12091,0.53437,0.00562308,0.00562308,0.00562308
532,155843,0.30065,0.23815,0.65913,0.98729,0.93984,0.96715,0.88776,0.15118,0.12091,0.53433,0.00561483,0.00561483,0.00561483
533,156137,0.30146,0.23976,0.66104,0.98733,0.93982,0.96718,0.88782,0.15113,0.12086,0.53429,0.00560657,0.00560657,0.00560657
534,156431,0.30131,0.23955,0.66056,0.98724,0.93975,0.96716,0.88758,0.1511,0.12084,0.53424,0.00559831,0.00559831,0.00559831
535,156725,0.30098,0.23842,0.66094,0.98703,0.93986,0.9671,0.88784,0.15098,0.1208,0.53419,0.00559005,0.00559005,0.00559005
536,157019,0.30099,0.23771,0.65986,0.98681,0.94005,0.96734,0.88776,0.15091,0.12075,0.53414,0.00558179,0.00558179,0.00558179
537,157312,0.30125,0.23874,0.66066,0.98594,0.94033,0.96745,0.88772,0.15086,0.12069,0.5341,0.00557353,0.00557353,0.00557353
538,157606,0.3012,0.2381,0.65987,0.98568,0.94021,0.96746,0.88789,0.15082,0.12072,0.53405,0.00556527,0.00556527,0.00556527
539,157900,0.30016,0.23774,0.65984,0.98597,0.93992,0.9678,0.8876,0.15073,0.12067,0.534,0.00555702,0.00555702,0.00555702
540,158191,0.2979,0.23545,0.65854,0.98564,0.93987,0.96764,0.88759,0.15056,0.12051,0.53392,0.00554876,0.00554876,0.00554876
541,158483,0.29944,0.23681,0.65948,0.98596,0.94017,0.96785,0.8879,0.15044,0.12044,0.53387,0.0055405,0.0055405,0.0055405
542,158776,0.29722,0.2362,0.65821,0.98549,0.94063,0.96788,0.88805,0.15034,0.12045,0.5338,0.00553224,0.00553224,0.00553224
543,159069,0.29883,0.23642,0.65895,0.98604,0.94053,0.96764,0.88827,0.15029,0.12042,0.53376,0.00552398,0.00552398,0.00552398
544,159362,0.29968,0.23702,0.65905,0.9861,0.94127,0.96818,0.88842,0.15023,0.12039,0.53372,0.00551572,0.00551572,0.00551572
545,159654,0.30024,0.23839,0.66001,0.98594,0.94122,0.96823,0.8884,0.15018,0.12039,0.53367,0.00550747,0.00550747,0.00550747
546,159947,0.29907,0.23747,0.65867,0.98594,0.94134,0.96825,0.88839,0.15005,0.12026,0.53363,0.00549921,0.00549921,0.00549921
547,160240,0.29789,0.23645,0.65839,0.9865,0.94112,0.96827,0.88838,0.14998,0.12026,0.53358,0.00549095,0.00549095,0.00549095
548,160533,0.29796,0.23606,0.65907,0.98476,0.9423,0.96828,0.88841,0.14988,0.12017,0.53354,0.00548269,0.00548269,0.00548269
549,160826,0.29726,0.23501,0.65806,0.98454,0.94252,0.96829,0.88858,0.14982,0.12013,0.5335,0.00547443,0.00547443,0.00547443
550,161119,0.29847,0.23723,0.65838,0.98466,0.94243,0.96822,0.88854,0.14978,0.12,0.53346,0.00546618,0.00546618,0.00546618
551,161412,0.29909,0.23734,0.65898,0.9844,0.94224,0.96844,0.8889,0.14969,0.11994,0.53341,0.00545792,0.00545792,0.00545792
552,161706,0.29813,0.2363,0.65801,0.98419,0.94225,0.96854,0.88904,0.14957,0.11979,0.53336,0.00544966,0.00544966,0.00544966
553,161998,0.29734,0.23474,0.65745,0.98479,0.94207,0.96865,0.88897,0.14949,0.11975,0.53332,0.0054414,0.0054414,0.0054414
554,162291,0.29565,0.2345,0.65608,0.98393,0.9421,0.96861,0.88924,0.14945,0.11968,0.53328,0.00543314,0.00543314,0.00543314
555,162583,0.29655,0.23437,0.65752,0.98491,0.94175,0.96867,0.88934,0.14941,0.11967,0.53325,0.00542488,0.00542488,0.00542488
